name,datetime,feelslike,precip,precip_type,snow,solar_radiation,conditions,temp_cat
istanbul,2023-11-16,13.8,10.356,rain,0,28.5,"Rain, Partially cloudy",moderate
istanbul,2023-11-17,14,0.043,rain,0,47.2,"Rain, Partially cloudy",moderate
istanbul,2023-11-18,10.5,32.242,rain,0,6.1,"Rain, Partially cloudy",moderate
istanbul,2023-11-19,2,36.948,rain,0.1,5.8,"Rain, Partially cloudy",cold
istanbul,2023-11-20,10.2,0.121,rain,0,43.8,"Rain, Partially cloudy",moderate
istanbul,2023-11-21,14.2,0.231,rain,0,101.3,"Rain, Partially cloudy",moderate
istanbul,2023-11-22,16.9,2.537,rain,0,82,"Rain, Partially cloudy",pleasant
istanbul,2023-11-23,13.4,15.759,rain,0,13.3,"Rain, Partially cloudy",moderate
istanbul,2023-11-24,15.4,0.205,rain,0,45.5,"Rain, Partially cloudy",pleasant
istanbul,2023-11-25,17.1,0.164,rain,0,34.4,"Rain, Partially cloudy",pleasant
istanbul,2023-11-26,6.8,2.988,rain,0,40,"Rain, Partially cloudy",moderate
istanbul,2023-11-27,2.2,0.01,rain,0,65,"Rain, Partially cloudy",cold
istanbul,2023-11-28,9.5,0.349,rain,0,61,"Rain, Partially cloudy",moderate
istanbul,2023-11-29,14.5,41.889,rain,0,5.8,"Rain, Partially cloudy",moderate
istanbul,2023-11-30,10.5,68.193,rain,0,63.3,"Rain, Partially cloudy",moderate
istanbul,2023-12-01,15.4,0,unkwn,0,90.5,Partially cloudy,pleasant
istanbul,2023-12-02,18,0,unkwn,0,76.4,Partially cloudy,pleasant
istanbul,2023-12-03,18.5,0.058,rain,0,36.5,"Rain, Partially cloudy",pleasant
istanbul,2023-12-04,8.4,9.175,rain,0,9.3,"Rain, Partially cloudy",moderate
istanbul,2023-12-05,8.9,1.615,rain,0,14,"Rain, Partially cloudy",moderate
istanbul,2023-12-06,10.2,0.605,rain,0,16.3,"Rain, Partially cloudy",moderate
istanbul,2023-12-07,10.6,6.645,rain,0,20.8,"Rain, Overcast",moderate
istanbul,2023-12-08,4.4,12.562,rain,0,8.3,"Rain, Overcast",cold
istanbul,2023-12-09,2.5,13.745,rain,0,6.8,"Rain, Overcast",cold
istanbul,2023-12-10,5.6,3.372,rain,0,43.5,"Rain, Partially cloudy",moderate
istanbul,2023-12-11,8.6,0.063,rain,0,55,"Rain, Partially cloudy",moderate
istanbul,2023-12-12,10.1,0,rain,0,58.1,Partially cloudy,moderate
istanbul,2023-12-13,10.9,0,rain,0,88.9,Partially cloudy,moderate
istanbul,2023-12-14,15,0,unkwn,0,69.3,Partially cloudy,pleasant
istanbul,2023-12-15,12.3,0.063,rain,0,54.4,"Rain, Partially cloudy",moderate
istanbul,2023-12-16,5,8.471,rain,0,5.6,"Rain, Partially cloudy",moderate
istanbul,2023-12-17,3.5,10.401,rain,0,44.4,"Rain, Partially cloudy",cold
istanbul,2023-12-18,5.3,0,unkwn,0,79.3,Clear,moderate
istanbul,2023-12-19,7.7,0,unkwn,0,80.4,Clear,moderate
istanbul,2023-12-20,8.9,0,unkwn,0,94,Clear,moderate
istanbul,2023-12-21,11.2,0.486,rain,0,65.3,"Rain, Partially cloudy",moderate
istanbul,2023-12-22,9.9,8.183,rain,0,37.2,"Rain, Partially cloudy",moderate
istanbul,2023-12-23,10.6,6.122,rain,0,38.8,"Rain, Partially cloudy",moderate
istanbul,2023-12-24,12.3,0.248,rain,0,55.2,"Rain, Partially cloudy",moderate
istanbul,2023-12-25,14.4,0,unkwn,0,76.3,Partially cloudy,moderate
istanbul,2023-12-26,14.5,0,unkwn,0,77.9,Clear,moderate
istanbul,2023-12-27,14.3,0,unkwn,0,62.9,Partially cloudy,moderate
istanbul,2023-12-28,9.9,0,unkwn,0,72.8,Clear,moderate
istanbul,2023-12-29,9.9,0,unkwn,0,82.8,Clear,moderate
istanbul,2023-12-30,11.5,0,unkwn,0,68.8,Partially cloudy,moderate
istanbul,2023-12-31,12.5,0,unkwn,0,42.4,Partially cloudy,moderate
